City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Vestmannaeyjar,IS,2022-01-25 01:36:00,63.4427,-20.2734,44.17,83,100,34.45
275,Carnarvon,AU,2022-01-25 01:36:00,-24.8667,113.6333,87.87,35,0,19.57
276,Cockburn Town,TC,2022-01-25 01:32:07,21.4612,-71.1419,77.67,74,0,6.2
277,Longyearbyen,SJ,2022-01-25 01:36:00,78.2186,15.6401,22.84,74,40,24.16
278,Shimoda,JP,2022-01-25 01:36:01,34.6667,138.95,46.76,67,100,7.52
279,Fort Pierce,US,2022-01-25 01:36:01,27.4467,-80.3256,57.02,72,0,0.0
280,Klyuchi,RU,2022-01-25 01:36:01,52.2667,79.1667,-8.66,100,99,2.84
281,Poum,NC,2022-01-25 01:36:01,-20.2333,164.0167,79.83,73,4,14.5
282,Grand Gaube,MU,2022-01-25 01:36:02,-20.0064,57.6608,77.4,67,66,5.01
283,Nikolskoye,RU,2022-01-25 01:36:02,59.7035,30.7861,33.71,96,100,9.62
284,Batagay-Alyta,RU,2022-01-25 01:36:02,67.8006,130.4114,-12.05,95,100,4.0
285,Zhezkazgan,KZ,2022-01-25 01:36:02,47.8043,67.7144,1.38,85,75,8.95
286,Rio Grande,BR,2022-01-25 01:36:03,-32.035,-52.0986,73.51,95,100,5.64
287,Dingle,PH,2022-01-25 01:36:03,10.9995,122.6711,76.82,93,100,10.42
288,Ilo,PE,2022-01-25 01:36:03,-17.6394,-71.3375,69.93,82,91,3.33
289,Sawakin,SD,2022-01-25 01:36:03,19.1059,37.3321,69.49,67,49,11.1
290,Boli,CN,2022-01-25 01:36:04,45.7667,130.5167,15.67,68,85,2.21
291,Acarau,BR,2022-01-25 01:36:04,-2.8856,-40.12,78.6,80,100,10.29
292,Port Macquarie,AU,2022-01-25 01:36:04,-31.4333,152.9167,77.9,62,100,5.7
293,Port Hedland,AU,2022-01-25 01:36:04,-20.3167,118.5667,91.45,66,55,11.5
294,Grindavik,IS,2022-01-25 01:36:05,63.8424,-22.4338,43.27,93,100,32.21
295,Campo Grande,BR,2022-01-25 01:36:05,-20.4428,-54.6464,74.75,83,20,6.91
296,Yeppoon,AU,2022-01-25 01:36:05,-23.1333,150.7333,85.78,62,100,7.49
297,Sungaipenuh,ID,2022-01-25 01:36:06,-2.0833,101.3833,72.52,76,87,0.92
298,Hofn,IS,2022-01-25 01:36:06,64.2539,-15.2082,39.74,96,100,18.14
299,Kurmanayevka,RU,2022-01-25 01:36:06,52.5093,52.0675,-5.51,96,95,3.0
300,Chapleau,CA,2022-01-25 01:36:06,47.8405,-83.4034,-5.71,84,20,4.61
301,Sur,OM,2022-01-25 01:36:07,22.5667,59.5289,66.69,68,0,7.16
302,Khandyga,RU,2022-01-25 01:36:07,62.6667,135.6,-12.39,96,100,1.61
303,Marienburg,PL,2022-01-25 01:36:07,54.0359,19.0266,40.12,92,100,11.01
304,Betamcherla,IN,2022-01-25 01:36:07,15.4667,78.1667,66.83,51,0,3.06
305,Luanda,AO,2022-01-25 01:36:08,-8.8368,13.2343,75.13,86,100,5.73
306,Chokurdakh,RU,2022-01-25 01:36:08,70.6333,147.9167,-19.03,99,100,5.3
307,Torbat-E Jam,IR,2022-01-25 01:36:08,35.244,60.6225,35.94,43,0,0.38
308,Baykalsk,RU,2022-01-25 01:36:09,51.5058,104.1469,13.05,94,100,0.92
309,Lufilufi,WS,2022-01-25 01:36:09,-13.8745,-171.5986,91.18,71,77,2.42
310,Madison Heights,US,2022-01-25 01:36:09,42.4859,-83.1052,25.97,84,100,0.0
311,Puerto Baquerizo Moreno,EC,2022-01-25 01:36:10,-0.9,-89.6,73.42,92,100,10.09
312,Save,BJ,2022-01-25 01:36:10,8.0425,2.486,77.09,19,10,4.85
313,Clyde River,CA,2022-01-25 01:31:22,70.4692,-68.5914,-1.97,78,100,26.46
314,Praia Da Vitoria,PT,2022-01-25 01:36:10,38.7333,-27.0667,55.76,94,20,4.94
315,Leningradskiy,RU,2022-01-25 01:36:10,69.3833,178.4167,-12.24,89,100,16.58
316,Nizhniy Tsasuchey,RU,2022-01-25 01:36:11,50.5167,115.1333,6.51,90,100,8.01
317,Gigmoto,PH,2022-01-25 01:36:11,13.7796,124.39,79.45,87,99,14.94
318,Zhigansk,RU,2022-01-25 01:37:11,66.7697,123.3711,-27.58,100,99,3.4
319,Kavieng,PG,2022-01-25 01:37:11,-2.5744,150.7967,84.94,69,71,5.86
320,Emba,KZ,2022-01-25 01:37:12,48.8264,58.1442,-2.15,99,25,5.32
321,Mahanoro,MG,2022-01-25 01:37:12,-19.9,48.8,75.87,87,100,12.86
322,Homer,US,2022-01-25 01:37:12,59.6425,-151.5483,41.04,81,100,6.33
323,Salto De Agua,MX,2022-01-25 01:37:12,17.6167,-92.3667,79.56,91,1,4.23
324,Aitape,PG,2022-01-25 01:37:13,-3.1374,142.3475,85.5,65,100,4.12
325,Namatanai,PG,2022-01-25 01:37:13,-3.6667,152.4333,84.49,72,95,4.79
326,Port Said,EG,2022-01-25 01:37:13,31.2565,32.2841,49.98,76,0,8.05
327,Linhares,BR,2022-01-25 01:37:13,-19.3911,-40.0722,70.83,94,43,1.48
328,Ratnagiri,IN,2022-01-25 01:37:14,16.9833,73.3,61.81,55,4,5.26
329,Juneau,US,2022-01-25 01:37:14,58.3019,-134.4197,38.84,96,100,4.0
330,Chaozhou,CN,2022-01-25 01:37:14,23.6651,116.6379,60.66,81,100,2.3
331,Gairo,IT,2022-01-25 01:37:15,39.8497,9.5047,42.01,70,4,4.92
332,Pasighat,IN,2022-01-25 01:37:15,28.0667,95.3333,56.32,86,88,2.35
333,Leh,IN,2022-01-25 01:37:15,34.1667,77.5833,-3.33,95,100,3.09
334,Villa De Reyes,MX,2022-01-25 01:37:15,21.8,-100.9333,64.67,44,69,11.16
335,Upata,VE,2022-01-25 01:37:15,8.0086,-62.3989,69.55,92,40,4.59
336,Kloulklubed,PW,2022-01-25 01:37:16,7.0419,134.2556,79.3,79,94,18.21
337,Shahrud,IR,2022-01-25 01:37:16,36.4182,54.9763,29.8,34,0,2.26
338,Cururupu,BR,2022-01-25 01:37:16,-1.8283,-44.8683,74.89,93,99,3.27
339,Ternovskaya,RU,2022-01-25 01:37:17,45.8542,40.4086,28.15,97,100,4.34
340,Coban,GT,2022-01-25 01:37:17,15.4833,-90.3667,58.62,98,12,3.13
341,Ketchikan,US,2022-01-25 01:37:17,55.3422,-131.6461,40.98,93,100,4.61
342,Benjamin Constant,BR,2022-01-25 01:37:17,-4.3831,-70.0311,77.13,96,99,1.03
343,Dali,CN,2022-01-25 01:37:18,25.7,100.1833,45.01,90,100,3.6
344,Narsaq,GL,2022-01-25 01:37:18,60.9167,-46.05,26.82,78,100,10.27
345,Nouakchott,MR,2022-01-25 01:37:18,18.0858,-15.9785,76.93,28,100,10.98
346,Lubango,AO,2022-01-25 01:37:18,-14.9172,13.4925,61.68,77,66,1.52
347,Santo Antonio Do Ica,BR,2022-01-25 01:37:19,-3.1022,-67.9397,74.95,96,96,1.1
348,Henties Bay,NA,2022-01-25 01:37:19,-22.116,14.2845,74.16,69,17,4.29
349,Thinadhoo,MV,2022-01-25 01:37:19,0.5333,72.9333,81.46,66,77,12.21
350,Centralia,US,2022-01-25 01:36:53,46.7162,-122.9543,41.92,86,100,6.91
351,Whitecourt,CA,2022-01-25 01:37:19,54.1502,-115.6855,34.84,86,75,13.8
352,Ust-Omchug,RU,2022-01-25 01:37:20,61.15,149.6333,-28.17,99,86,3.2
353,Jhang,PK,2022-01-25 01:37:20,33.6748,72.6963,45.61,82,8,3.44
354,Ikwiriri,TZ,2022-01-25 01:37:20,-7.9562,38.9716,75.04,88,100,2.71
355,Marawi,PH,2022-01-25 01:37:20,7.9986,124.2928,66.65,95,99,3.2
356,Llandrindod Wells,GB,2022-01-25 01:37:21,52.2416,-3.3787,34.99,91,75,2.01
357,Sobolevo,RU,2022-01-25 01:37:21,54.4299,31.8996,0.68,100,100,6.76
358,Bystryy Istok,RU,2022-01-25 01:37:21,52.371,84.3873,-16.24,100,91,1.61
359,Victor Harbor,AU,2022-01-25 01:37:21,-35.5667,138.6167,93.47,67,8,6.85
360,Amapa,BR,2022-01-25 01:37:22,1.0,-52.0,70.81,99,91,1.77
361,Bella Union,UY,2022-01-25 01:37:22,-30.2752,-57.6007,81.37,74,85,13.33
362,Rabo De Peixe,PT,2022-01-25 01:38:22,37.8,-25.5833,58.28,95,20,4.61
363,San Patricio,US,2022-01-25 01:38:23,28.017,-97.5169,53.58,92,17,4.59
364,Arona,ES,2022-01-25 01:38:23,28.0996,-16.681,59.83,80,20,1.01
365,Pinega,RU,2022-01-25 01:38:23,64.7001,43.3936,28.31,94,100,12.01
366,Samarai,PG,2022-01-25 01:38:23,-10.6167,150.6667,87.06,67,99,6.15
367,Sola,VU,2022-01-25 01:38:23,-13.8833,167.55,83.8,74,68,8.19
368,Rio Claro,BR,2022-01-25 01:38:24,-22.4114,-47.5614,78.62,78,81,2.35
369,Mindelo,CV,2022-01-25 01:38:24,16.8901,-24.9804,72.95,68,75,27.63
370,Dukat,RU,2022-01-25 01:38:24,62.55,155.55,-21.44,96,96,3.15
371,Mogzon,RU,2022-01-25 01:38:24,51.7435,111.9606,2.86,92,100,5.01
372,Salalah,OM,2022-01-25 01:38:25,17.0151,54.0924,68.09,34,0,9.22
373,Gorontalo,ID,2022-01-25 01:38:25,0.5412,123.0595,87.06,69,99,1.41
374,Labuan,MY,2022-01-25 01:38:25,5.2767,115.2417,82.76,83,20,5.01
375,Lakatoro,VU,2022-01-25 01:38:25,-16.0999,167.4164,85.68,72,96,3.27
376,Pokosnoye,RU,2022-01-25 01:38:26,55.5258,101.0536,-1.8,99,100,2.91
377,Almeirim,BR,2022-01-25 01:38:26,-1.5233,-52.5817,73.9,91,100,3.38
378,Murdochville,CA,2022-01-25 01:38:26,48.9583,-65.5006,-6.72,98,30,1.21
379,Iqaluit,CA,2022-01-25 01:38:27,63.7506,-68.5145,-22.27,67,75,1.99
380,Cayenne,GF,2022-01-25 01:38:27,4.9333,-52.3333,77.09,88,75,1.99
381,Liwale,TZ,2022-01-25 01:38:27,-9.7667,37.9333,68.22,99,100,5.37
382,Nantucket,US,2022-01-25 01:34:39,41.2835,-70.0995,32.97,69,100,11.99
383,Karratha,AU,2022-01-25 01:38:27,-20.7377,116.8463,88.54,65,6,13.51
384,Khash,IR,2022-01-25 01:38:28,28.2211,61.2158,40.68,26,0,3.47
385,Milkovo,RU,2022-01-25 01:38:28,54.7167,158.6167,0.82,90,99,1.39
386,Dongsheng,CN,2022-01-25 01:38:28,39.8161,109.9776,15.66,78,74,6.04
387,Vega Baja,PR,2022-01-25 01:38:28,18.4444,-66.3877,76.95,93,6,4.56
388,Bowen,AU,2022-01-25 01:38:29,-20.0167,148.2333,82.62,66,100,10.47
389,Bogorodskoye,RU,2022-01-25 01:38:29,56.55,37.8833,11.26,96,20,7.87
390,Koriyama,JP,2022-01-25 01:38:29,37.4,140.3833,40.39,51,75,3.44
391,Tena,EC,2022-01-25 01:38:29,-0.9833,-77.8167,70.92,98,100,2.64
392,Seoul,KR,2022-01-25 01:35:30,37.5683,126.9778,36.97,87,100,5.75
393,Touros,BR,2022-01-25 01:38:30,-5.1989,-35.4608,79.7,79,100,10.2
394,Kidal,ML,2022-01-25 01:38:30,18.4411,1.4078,59.77,19,95,11.59
395,Dakar,SN,2022-01-25 01:38:30,14.6937,-17.4441,83.28,41,100,15.21
396,Wick,GB,2022-01-25 01:38:30,58.4333,-3.0833,44.65,93,75,4.61
397,Harer,ET,2022-01-25 01:38:31,9.3094,42.1258,53.08,44,19,10.0
398,Colmenar Viejo,ES,2022-01-25 01:38:31,40.6591,-3.7676,42.35,66,6,4.56
399,Buraydah,SA,2022-01-25 01:38:31,26.326,43.975,50.45,33,0,8.41
400,Vanavara,RU,2022-01-25 01:38:32,60.34,102.2797,-14.24,100,89,2.04
401,Ullapool,GB,2022-01-25 01:38:32,57.8987,-5.1604,48.34,90,96,7.09
402,Hailar,CN,2022-01-25 01:38:32,49.2,119.7,1.0,94,99,4.18
403,Znamenskoye,RU,2022-01-25 01:38:32,57.1281,73.8282,9.12,92,100,6.11
404,Vila Do Maio,CV,2022-01-25 01:39:33,15.1333,-23.2167,75.99,75,58,8.25
405,Sovetskiy,RU,2022-01-25 01:39:33,61.3614,63.5842,5.88,97,99,4.38
406,Ribeira Grande,PT,2022-01-25 01:39:33,38.5167,-28.7,59.16,66,100,4.88
407,Lewiston,US,2022-01-25 01:34:40,44.1003,-70.2148,25.32,67,100,0.0
408,Husavik,IS,2022-01-25 01:39:34,66.0449,-17.3389,37.31,80,100,10.54
409,Hearst,CA,2022-01-25 01:39:34,49.6835,-83.6665,-23.55,100,97,2.8
410,Atasu,KZ,2022-01-25 01:39:34,48.6814,71.6433,0.5,88,14,7.31
411,Hay River,CA,2022-01-25 01:39:34,60.8156,-115.7999,-0.42,78,75,9.22
412,Davila,PH,2022-01-25 01:39:35,18.4726,120.5763,80.58,73,44,20.29
413,Cherskiy,RU,2022-01-25 01:39:35,68.75,161.3,-32.75,100,100,5.44
414,Arica,CL,2022-01-25 01:39:35,-18.475,-70.3042,68.23,73,0,3.44
415,Rocha,UY,2022-01-25 01:39:35,-34.4833,-54.3333,71.33,98,56,5.1
416,Zapolyarnyy,RU,2022-01-25 01:39:36,69.4154,30.8136,20.48,87,27,23.91
417,Pemangkat,ID,2022-01-25 01:39:36,1.1667,108.9667,80.65,79,84,7.7
418,Abu Kamal,SY,2022-01-25 01:39:36,34.4506,40.9171,46.36,67,81,12.75
419,Kuryk,KZ,2022-01-25 01:39:36,43.2,51.65,36.73,71,91,19.13
420,Pathein,MM,2022-01-25 01:39:37,16.7833,94.7333,75.07,59,0,4.45
421,Opuwo,NA,2022-01-25 01:39:37,-18.0607,13.84,70.77,39,52,4.38
422,Pevek,RU,2022-01-25 01:39:37,69.7008,170.3133,-16.33,98,100,6.85
423,Muravlenko,RU,2022-01-25 01:39:37,63.7898,74.523,-2.38,99,78,9.15
424,Sao Filipe,CV,2022-01-25 01:39:38,14.8961,-24.4956,74.98,65,43,4.12
425,Laguna,US,2022-01-25 01:39:38,38.421,-121.4238,59.94,66,0,4.61
426,Constitucion,CL,2022-01-25 01:35:56,-35.3333,-72.4167,57.45,88,1,12.84
427,Felipe Carrillo Puerto,MX,2022-01-25 01:38:18,19.5833,-88.05,70.02,96,65,2.91
428,Virginia Beach,US,2022-01-25 01:35:39,36.8529,-75.978,40.1,77,10,1.01
429,Sao Felix Do Xingu,BR,2022-01-25 01:39:38,-6.6447,-51.995,71.47,98,100,1.66
430,Porto Santo,PT,2022-01-25 01:39:38,33.072,-16.3415,60.71,67,75,13.8
431,Amravati,IN,2022-01-25 01:39:39,20.9333,77.75,54.9,57,0,6.31
432,Padang,ID,2022-01-25 01:39:39,-0.9492,100.3543,77.05,68,66,0.96
433,Praya,CV,2022-01-25 01:39:39,14.9215,-23.5087,75.74,69,33,14.97
434,Kokopo,PG,2022-01-25 01:39:39,-4.352,152.2633,85.68,68,97,9.24
435,Killybegs,IE,2022-01-25 01:39:40,54.6333,-8.45,41.45,79,71,8.84
436,Santa Marinella,IT,2022-01-25 01:39:40,42.0345,11.8536,44.02,66,3,5.39
437,Tailai,CN,2022-01-25 01:39:40,46.3833,123.4,8.26,88,98,2.8
438,Nouadhibou,MR,2022-01-25 01:39:40,20.931,-17.0347,67.98,77,100,18.41
439,Ardmore,US,2022-01-25 01:39:41,34.1743,-97.1436,53.26,56,0,1.99
440,Rafai,CF,2022-01-25 01:39:41,4.95,23.9167,68.63,40,65,3.11
441,Palmerston,AU,2022-01-25 01:39:41,-12.486,130.9833,85.93,78,75,9.22
442,Markova,UA,2022-01-25 01:39:41,48.6758,24.4138,7.36,81,7,5.86
443,Kananga,CD,2022-01-25 01:39:42,-5.8958,22.4178,67.33,98,100,2.51
444,Baleshwar,IN,2022-01-25 01:39:42,21.4942,86.9317,64.44,86,1,6.13
445,Lakselv,NO,2022-01-25 01:39:42,70.0513,24.9718,30.02,80,100,27.63
446,Katangli,RU,2022-01-25 01:39:42,51.7102,143.2326,5.2,86,6,8.32
447,Omboue,GA,2022-01-25 01:39:43,-1.5746,9.2618,77.74,87,95,5.48
448,Vostok,RU,2022-01-25 01:39:43,46.4856,135.8833,8.55,88,78,0.74
449,Chifeng,CN,2022-01-25 01:39:43,42.2683,118.9636,21.09,53,0,8.79
450,Chai Badan,TH,2022-01-25 01:39:43,15.2,101.1333,80.44,47,4,0.92
451,Guerrero Negro,MX,2022-01-25 01:40:44,27.9769,-114.0611,61.81,66,0,11.01
452,Saint-Francois,FR,2022-01-25 01:40:44,46.4154,3.9054,30.67,97,100,4.61
453,Kutum,SD,2022-01-25 01:40:44,14.2,24.6667,55.02,23,3,6.44
454,Amalapuram,IN,2022-01-25 01:40:44,16.5833,82.0167,70.18,88,1,2.95
455,Taltal,CL,2022-01-25 01:40:45,-25.4,-70.4833,65.57,83,36,1.68
456,Vardo,NO,2022-01-25 01:40:45,70.3705,31.1107,29.93,81,96,26.51
457,Alice Springs,AU,2022-01-25 01:40:45,-23.7,133.8833,96.22,43,75,1.01
458,Zunyi,CN,2022-01-25 01:40:45,27.6867,106.9072,39.56,90,100,4.14
459,Huarmey,PE,2022-01-25 01:40:46,-10.0681,-78.1522,72.43,82,99,8.05
460,Mariental,NA,2022-01-25 01:40:46,-24.6333,17.9667,74.75,37,0,8.41
461,Altamont,US,2022-01-25 01:37:11,42.2068,-121.7372,42.89,55,0,1.99
462,Seinajoki,FI,2022-01-25 01:40:46,62.7945,22.8282,32.58,77,0,5.01
463,Beberibe,BR,2022-01-25 01:40:22,-4.1797,-38.1306,80.64,77,100,7.43
464,Fenoarivo Atsinanana,MG,2022-01-25 01:40:47,-17.3667,49.4167,74.71,92,100,5.68
465,La Ronge,CA,2022-01-25 01:40:47,55.1001,-105.2842,-9.15,77,0,8.05
466,Roebourne,AU,2022-01-25 01:40:47,-20.7833,117.1333,89.53,62,11,12.59
467,Pochutla,MX,2022-01-25 01:40:47,15.7432,-96.4661,79.65,78,3,3.56
468,Pechenga,RU,2022-01-25 01:40:48,69.5259,31.1703,22.06,86,20,25.21
469,Cochabamba,BO,2022-01-25 01:40:48,-17.3895,-66.1568,62.35,75,75,4.61
470,Sangar,RU,2022-01-25 01:40:48,63.9242,127.4739,-27.6,100,100,1.19
471,Katsuura,JP,2022-01-25 01:40:48,35.1333,140.3,45.19,60,96,9.1
472,Baculin,PH,2022-01-25 01:40:49,7.4525,126.5842,83.35,74,64,8.59
473,Bollnas,SE,2022-01-25 01:40:49,61.3482,16.3946,32.4,59,97,11.95
474,Beringovskiy,RU,2022-01-25 01:40:49,63.05,179.3167,-19.66,91,17,5.82
475,Mahibadhoo,MV,2022-01-25 01:40:50,3.7833,72.9667,80.87,58,98,10.31
476,Oda,JP,2022-01-25 01:40:50,35.1833,132.5,41.77,57,99,3.47
477,Pindiga,NG,2022-01-25 01:40:50,9.9833,10.9333,64.24,20,3,10.29
478,Mosetse,BW,2022-01-25 01:40:50,-20.75,26.65,64.42,81,100,6.06
479,Fairmount,US,2022-01-25 01:40:51,43.0473,-76.2385,21.99,88,100,1.01
480,Grenada,ES,2022-01-25 01:40:51,37.1882,-3.6067,44.91,84,0,0.0
481,Kaniama,CD,2022-01-25 01:40:51,-7.5667,24.1833,64.71,98,100,3.51
482,Mecca,SA,2022-01-25 01:36:48,21.4267,39.8261,66.34,52,0,4.45
483,Muswellbrook,AU,2022-01-25 01:40:51,-32.2667,150.9,82.15,51,100,1.7
484,Tempio Pausania,IT,2022-01-25 01:40:52,40.8974,9.1035,31.12,89,6,3.51
485,Zheleznodorozhnyy,RU,2022-01-25 01:40:52,55.7503,38.0042,14.41,100,100,3.62
486,Bengkulu,ID,2022-01-25 01:40:52,-3.8004,102.2655,81.41,71,38,2.86
487,Awjilah,LY,2022-01-25 01:40:52,29.1081,21.2869,49.32,69,35,5.79
488,Belogorsk,RU,2022-01-25 01:40:53,50.9158,128.4611,-4.83,98,100,2.51
489,Great Bend,US,2022-01-25 01:40:53,38.3645,-98.7648,41.04,61,0,8.05
490,Vagay,RU,2022-01-25 01:40:53,57.9375,69.0217,7.77,98,98,5.17
491,Collie,AU,2022-01-25 01:40:53,-33.3667,116.15,70.99,52,97,10.74
492,Dodge City,US,2022-01-25 01:40:54,37.7528,-100.0171,42.31,54,0,1.01
493,Belinskiy,RU,2022-01-25 01:40:54,52.9647,43.4165,1.83,96,55,6.17
494,Pitsunda,GE,2022-01-25 01:40:54,43.1592,40.3378,35.78,75,100,10.85
495,Teguldet,RU,2022-01-25 01:41:55,57.3064,88.1667,0.12,97,100,4.7
496,Coihaique,CL,2022-01-25 01:41:55,-45.5752,-72.0662,58.95,55,75,4.61
497,Namibe,AO,2022-01-25 01:41:55,-15.1961,12.1522,75.27,83,36,4.12
498,Macau,MO,2022-01-25 01:41:55,22.2006,113.5461,67.93,88,40,10.36
499,Sitka,US,2022-01-25 01:41:56,57.0531,-135.33,40.89,87,100,5.75
500,Greeneville,US,2022-01-25 01:40:07,36.1632,-82.831,39.81,75,75,0.0
501,Treinta Y Tres,UY,2022-01-25 01:41:56,-33.2333,-54.3833,75.0,92,100,7.78
502,Newport,GB,2022-01-25 01:38:00,51.5877,-2.9984,40.86,86,95,1.01
503,Fuerte Olimpo,PY,2022-01-25 01:41:56,-21.0415,-57.8738,79.66,73,100,6.62
504,Ponta Delgada,PT,2022-01-25 01:41:56,37.7333,-25.6667,59.5,82,20,4.61
505,Chor,PK,2022-01-25 01:41:57,25.5167,69.7667,55.24,25,0,6.44
506,Kant,IN,2022-01-25 01:41:57,27.8,79.8,47.62,85,0,5.5
507,Vredendal,ZA,2022-01-25 01:41:57,-31.6683,18.5012,66.42,81,0,3.24
508,Machaneng,BW,2022-01-25 01:41:57,-23.1862,27.4886,69.42,67,50,7.16
509,Maniwaki,CA,2022-01-25 01:41:58,46.3834,-75.966,7.18,78,100,3.44
510,Chumikan,RU,2022-01-25 01:41:58,54.7183,135.315,-0.31,86,14,18.14
511,Imperia,IT,2022-01-25 01:41:58,43.9667,7.7833,44.4,78,3,3.53
512,Nuqui,CO,2022-01-25 01:41:58,5.7125,-77.2708,77.92,87,100,2.84
513,Olinda,BR,2022-01-25 01:40:11,-8.0089,-34.8553,82.13,74,40,6.91
514,Tugulym,RU,2022-01-25 01:41:59,57.0591,64.6425,10.47,91,100,8.3
515,Sulangan,PH,2022-01-25 01:41:59,11.1373,123.7228,79.32,87,100,19.42
516,Robertsport,LR,2022-01-25 01:41:59,6.7533,-11.3686,78.78,81,80,5.48
517,Karasjok,NO,2022-01-25 01:42:00,69.4719,25.5112,28.51,83,97,19.93
518,Chimore,BO,2022-01-25 01:42:00,-16.9833,-65.1333,73.42,94,77,3.47
519,Champerico,GT,2022-01-25 01:42:00,14.3,-91.9167,81.36,68,15,4.38
520,Ixtapa,MX,2022-01-25 01:42:00,20.7,-105.2,69.22,88,100,5.75
521,Mitsamiouli,KM,2022-01-25 01:42:01,-11.3847,43.2844,82.2,76,96,18.43
522,Ligayan,PH,2022-01-25 01:42:01,4.6533,119.4706,80.94,82,91,14.99
523,Troitskoye,RU,2022-01-25 01:42:01,52.9821,84.6757,-12.28,100,80,2.59
524,Nushki,PK,2022-01-25 01:42:01,29.5542,66.0215,38.98,44,0,2.15
525,Mayskiy,RU,2022-01-25 01:42:02,47.6931,40.1025,28.44,98,100,3.94
526,Ust-Maya,RU,2022-01-25 01:42:02,60.4167,134.5333,-3.15,96,100,1.52
527,Minab,IR,2022-01-25 01:42:02,27.1467,57.0801,48.52,93,0,0.0
528,Guasdualito,VE,2022-01-25 01:42:02,7.2424,-70.7324,78.8,65,0,2.3
529,Kabinda,CD,2022-01-25 01:42:03,-6.1333,24.4833,67.03,96,100,3.78
530,Mananjary,MG,2022-01-25 01:42:03,-21.2167,48.3333,75.34,84,100,14.34
531,Aguimes,ES,2022-01-25 01:42:03,27.9054,-15.4461,60.66,88,75,12.66
532,Zalesovo,RU,2022-01-25 01:42:04,53.9939,84.7431,-7.67,100,100,2.93
533,Prescott Valley,US,2022-01-25 01:42:04,34.5894,-112.3252,51.4,38,0,3.0
534,Saint Simons,US,2022-01-25 01:40:14,31.1352,-81.3901,51.84,73,0,5.75
535,Rutana,BI,2022-01-25 01:42:04,-3.8667,30.1,57.78,93,100,2.19
536,Okato,NZ,2022-01-25 01:42:04,-39.2,173.8833,69.69,70,94,10.31
537,Bubaque,GW,2022-01-25 01:42:05,11.2833,-15.8333,79.65,56,100,6.62
538,Bambui,BR,2022-01-25 01:42:05,-20.0064,-45.9769,69.19,91,100,2.98
539,Alyangula,AU,2022-01-25 01:42:05,-13.8483,136.4192,89.47,74,100,10.36
540,Honningsvag,NO,2022-01-25 01:42:05,70.9821,25.9704,30.83,74,100,43.58
541,Xanxere,BR,2022-01-25 01:42:06,-26.8769,-52.4042,73.51,97,95,2.59
542,Freeport,US,2022-01-25 01:42:02,40.6576,-73.5832,35.02,71,100,8.99
543,Kulhudhuffushi,MV,2022-01-25 01:43:06,6.6221,73.07,79.99,59,6,6.15
544,Bilibino,RU,2022-01-25 01:43:06,68.0546,166.4372,-44.63,100,89,1.79
545,Mossendjo,CG,2022-01-25 01:43:07,-2.9506,12.7261,69.98,99,100,3.09
546,Bay-Khaak,RU,2022-01-25 01:43:07,51.1667,94.5,-13.45,95,72,2.3
547,Tete,MZ,2022-01-25 01:43:07,-16.1564,33.5867,75.29,100,75,17.27
548,Scottsbluff,US,2022-01-25 01:39:02,41.8666,-103.6672,35.82,69,0,6.91
