City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
453,Guaymango,SV,13.7503,-89.8422,85.12,37,0,6.98,clear sky
454,Mount Gambier,AU,-37.8333,140.7667,53.51,94,12,8.05,few clouds
455,Saint Anthony,US,45.0205,-93.218,7.79,72,100,3.0,haze
456,Tchaourou,BJ,8.8865,2.5975,93.49,11,4,4.43,clear sky
457,Skjold,DK,55.7971,9.9397,36.39,90,100,8.3,light rain
458,Manado,ID,1.487,124.8455,74.17,94,40,2.3,scattered clouds
459,Lamu,KE,-2.2717,40.902,80.82,86,85,11.81,overcast clouds
460,Kaspiyskiy,RU,45.3929,47.3707,40.62,84,100,7.38,overcast clouds
461,Noumea,NC,-22.2763,166.4572,75.18,84,100,2.33,overcast clouds
462,Chacabuco,AR,-34.6417,-60.4739,78.8,57,93,3.91,light rain
463,Kayes,ML,14.0,-11.0,94.91,5,0,6.62,clear sky
464,Schwedt,DE,53.0596,14.2815,46.81,80,100,15.93,overcast clouds
465,Novouzensk,RU,50.4592,48.1431,31.12,98,96,5.28,overcast clouds
466,Grand Gaube,MU,-20.0064,57.6608,80.38,82,100,7.0,overcast clouds
467,Santa Maria,BR,-29.6842,-53.8069,78.1,94,75,6.91,broken clouds
468,Kenora,CA,49.8167,-94.4337,-6.41,77,0,4.61,clear sky
469,Aktau,KZ,43.65,51.2,39.78,86,100,12.95,overcast clouds
470,Mandan,US,46.8267,-100.8896,-2.97,72,0,9.22,clear sky
471,Del Rio,US,29.3627,-100.8968,33.42,55,100,18.41,overcast clouds
472,Halapitan,PH,7.9175,125.33,67.77,97,100,2.93,overcast clouds
473,Camaqua,BR,-30.8511,-51.8122,72.54,96,93,1.48,overcast clouds
474,Thale,DE,51.75,11.05,46.06,77,98,16.87,overcast clouds
475,Kisangani,CD,0.5167,25.2,80.96,83,75,0.0,broken clouds
476,Lysva,RU,58.1086,57.8053,27.23,96,100,7.47,light snow
477,Alofi,NU,-19.0595,-169.9187,76.89,83,100,10.36,overcast clouds
478,Narsaq,GL,60.9167,-46.05,3.67,68,86,22.06,overcast clouds
479,Iskateley,RU,67.6803,53.1512,-5.06,100,93,4.68,overcast clouds
480,Ilhabela,BR,-23.7781,-45.3581,80.4,86,82,4.79,broken clouds
481,Huai Yot,TH,7.7893,99.6348,75.65,88,38,6.31,scattered clouds
482,Neiafu,TO,-18.65,-173.9833,79.48,89,75,8.05,broken clouds
483,Paidha,UG,2.4167,30.9855,70.83,41,100,2.68,overcast clouds
484,Myra,IT,45.4358,12.1348,51.42,77,40,4.61,scattered clouds
485,Kasongo-Lunda,CD,-6.4667,16.8167,73.47,88,99,1.12,overcast clouds
486,Suntar,RU,62.1444,117.6319,-21.39,100,98,1.74,overcast clouds
487,Mackay,AU,-21.15,149.2,78.78,83,75,26.46,broken clouds
488,Babushkin,RU,51.7122,105.8647,6.24,91,75,5.46,broken clouds
489,Mitsamiouli,KM,-11.3847,43.2844,82.69,89,75,5.75,light rain
490,Kabarnet,KE,0.4919,35.743,70.61,34,99,3.89,overcast clouds
491,Port Keats,AU,-14.25,129.55,80.15,83,100,5.39,overcast clouds
492,Omsukchan,RU,62.5333,155.8,-17.41,71,56,9.19,broken clouds
493,Srednekolymsk,RU,67.45,153.6833,-33.84,100,100,1.43,overcast clouds
494,Alvaraes,BR,-3.2208,-64.8042,87.67,61,94,2.66,overcast clouds
495,Waipawa,NZ,-41.4122,175.5153,56.03,96,100,13.89,light rain
496,Fort Nelson,CA,58.8053,-122.7002,-11.61,77,100,3.44,snow
497,Chegdomyn,RU,51.1167,133.0167,-11.83,99,100,0.31,overcast clouds
498,Port Lincoln,AU,-34.7333,135.8667,63.34,81,61,15.9,broken clouds
499,Morehead,US,37.2711,-87.1764,25.0,89,100,3.0,overcast clouds
500,Okha,RU,53.5739,142.9478,4.6,94,100,19.06,light snow
501,Kushiro,JP,42.975,144.3747,15.46,85,45,5.57,scattered clouds
502,Evensk,RU,61.95,159.2333,12.81,44,50,19.28,scattered clouds
503,Ayagoz,KZ,47.9714,80.4392,-11.16,92,4,6.04,clear sky
504,Malacacheta,BR,-17.8422,-42.0767,78.57,79,100,3.0,overcast clouds
505,Matara,LK,5.9485,80.5353,74.71,81,41,3.49,scattered clouds
506,Bara,NG,10.3744,10.7288,103.78,14,0,9.24,clear sky
507,Dali,CN,25.7,100.1833,43.16,73,3,3.78,clear sky
508,Terrace,CA,54.5163,-128.6035,39.11,93,100,21.85,light rain
509,Itoman,JP,26.1247,127.6694,60.82,67,75,18.41,broken clouds
510,Port Hardy,CA,50.6996,-127.4199,46.76,93,75,4.61,light rain
511,Adrar,MR,20.5022,-10.0711,81.88,7,9,9.08,clear sky
512,Malartic,CA,48.1335,-78.1328,-3.98,59,28,6.13,scattered clouds
513,Birjand,IR,32.8663,59.2211,45.07,49,0,4.61,clear sky
514,Tautira,PF,-17.7333,-149.15,78.82,77,50,15.64,scattered clouds
515,Eureka,US,40.8021,-124.1637,44.92,93,90,1.01,overcast clouds
516,Vostok,RU,46.4856,135.8833,-12.28,99,100,3.53,overcast clouds
517,Saucillo,MX,28.0167,-105.2833,36.34,37,54,6.96,broken clouds
518,Portadown,GB,54.4241,-6.4412,42.62,75,44,16.26,scattered clouds
519,Dinguiraye,GN,11.3,-10.7167,92.34,8,0,4.16,clear sky
520,Vavuniya,LK,8.7514,80.4971,69.89,87,0,3.51,clear sky
521,Naze,JP,28.3667,129.4833,52.43,60,98,16.53,overcast clouds
522,Husavik,IS,66.0449,-17.3389,26.51,91,100,18.39,light snow
523,Omachi,JP,36.5,137.8667,29.73,80,94,4.41,light snow
524,Kudahuvadhoo,MV,2.6708,72.8944,81.93,74,66,9.26,broken clouds
525,Boundiali,CI,9.5217,-6.4869,93.49,7,20,3.09,few clouds
526,Iwanai,JP,42.9744,140.5089,22.05,86,100,9.24,light snow
527,Otacilio Costa,BR,-27.4831,-50.1219,69.73,98,100,2.77,overcast clouds
528,Honningsvag,NO,70.9821,25.9704,13.53,80,100,32.59,light snow
529,Palauig,PH,15.435,119.9045,77.7,75,62,3.11,broken clouds
530,Anju,KP,39.6178,125.6647,9.03,75,0,4.81,clear sky
531,San Felipe,VE,10.3399,-68.7425,87.17,43,50,8.81,scattered clouds
532,Matay,EG,28.419,30.7792,58.82,43,57,14.05,broken clouds
533,Kodino,RU,63.7198,39.6447,-5.62,100,65,2.46,broken clouds
534,Luanda,AO,-8.8368,13.2343,78.66,72,100,12.8,overcast clouds
535,Port-Cartier,CA,50.0334,-66.8654,3.74,71,59,5.61,broken clouds
536,Boden,SE,65.8252,21.6886,24.8,95,100,14.72,snow
537,Medveda,RU,56.5081,92.4078,8.53,88,98,5.97,overcast clouds
538,Aosta,IT,45.7667,7.4167,34.57,61,6,2.3,clear sky
539,Tekeli,KZ,44.83,78.8239,16.02,63,9,10.49,clear sky
540,Sal Rei,CV,16.1833,-22.9167,77.2,69,20,16.11,few clouds
541,Tomohon,ID,1.3346,124.8392,65.34,94,100,0.11,overcast clouds
542,North Bend,US,43.4065,-124.2243,42.08,100,100,10.36,mist
543,Atasu,KZ,48.6814,71.6433,7.18,71,5,9.44,clear sky
544,Takoradi,GH,4.8845,-1.7554,83.84,64,13,10.87,few clouds
545,Warmbad,NA,-28.45,18.7333,90.68,24,6,10.25,clear sky
546,Yerbogachen,RU,61.2767,108.0108,-20.29,100,87,2.62,overcast clouds
547,Trat,TH,12.5,102.5,81.99,84,5,5.57,clear sky
548,Nemuro,JP,43.3236,145.575,21.18,79,73,9.15,broken clouds
549,Rapid City,US,44.0805,-103.231,33.1,74,0,1.01,clear sky
550,Zambezi,ZM,-13.5432,23.1047,67.32,93,100,5.14,light rain
551,Jinka,ET,5.65,36.65,72.43,45,82,1.72,broken clouds
552,La Macarena,CO,2.1837,-73.7849,91.89,41,90,5.68,overcast clouds
553,Dawei,MM,14.0833,98.2,72.61,87,2,3.27,clear sky
554,Hobyo,SO,5.3505,48.5268,77.09,69,6,17.13,clear sky
555,Vila,PT,42.0304,-8.1588,45.73,82,100,4.05,overcast clouds
556,Karasjok,NO,69.4719,25.5112,8.71,94,100,24.63,light snow
557,Baculin,PH,7.4525,126.5842,76.21,82,100,6.38,overcast clouds
558,Sept-Iles,CA,50.2001,-66.3821,4.05,51,40,5.99,scattered clouds
559,Lucea,JM,18.451,-78.1736,84.06,69,2,16.71,clear sky
560,Privas,FR,44.5833,4.5,51.24,71,68,4.76,broken clouds
561,Namatanai,PG,-3.6667,152.4333,79.9,80,100,7.07,overcast clouds
562,Vuktyl,RU,63.8567,57.3094,2.32,100,95,2.42,overcast clouds
563,Yeppoon,AU,-23.1333,150.7333,73.18,73,100,22.32,overcast clouds
564,Bemidji,US,47.4736,-94.8803,1.18,72,0,12.66,clear sky
565,Dharchula,IN,29.85,80.5333,35.04,82,87,7.78,overcast clouds
566,Plyussa,RU,58.4308,29.3654,12.83,95,79,8.05,broken clouds
567,Thap Than,TH,15.4606,99.8917,81.72,55,10,0.36,clear sky
568,Angren,UZ,41.0167,70.1436,31.55,33,0,11.12,clear sky
569,Mugango,TZ,-1.6833,33.7,75.38,66,100,4.63,overcast clouds
570,Batamshinskiy,KZ,50.5594,58.2747,8.58,90,100,16.71,overcast clouds
571,Kondinskoye,RU,59.6481,67.41,18.14,98,100,3.04,overcast clouds
572,Vung Tau,VN,10.346,107.0843,77.47,79,87,17.31,overcast clouds
573,Bonavista,CA,48.6499,-53.1147,32.11,94,100,19.69,snow
574,Polunochnoye,RU,60.8697,60.4153,3.22,97,100,2.44,overcast clouds
575,Athabasca,CA,54.7169,-113.2854,-3.59,96,100,8.28,snow
576,Ishigaki,JP,24.3448,124.1572,63.28,77,100,27.25,overcast clouds
577,Ugoofaaru,MV,5.6667,73.0,81.5,70,55,9.69,broken clouds
578,Soufriere,LC,13.8562,-61.0566,82.0,65,75,20.71,broken clouds
579,Maceo,CO,6.552,-74.7874,76.91,72,39,3.18,scattered clouds
580,Sangar,RU,63.9242,127.4739,-34.19,100,92,1.92,overcast clouds
581,Xinxiang,CN,35.3089,113.8672,30.92,43,45,4.74,scattered clouds
582,Winnemucca,US,40.973,-117.7357,34.29,43,2,2.68,clear sky
583,Okhotsk,RU,59.3833,143.3,-1.97,74,29,15.12,scattered clouds
584,Lodwar,KE,3.1191,35.5973,89.82,25,100,2.37,overcast clouds
585,Tokur,RU,53.1333,132.9,-12.14,99,100,2.39,overcast clouds
586,Zyryanovsk,KZ,49.7386,84.2719,-14.24,99,54,2.33,broken clouds
587,Stephenville,US,32.2207,-98.2023,25.25,85,100,0.0,overcast clouds
588,Lata,PT,40.1629,-8.3327,57.34,69,99,6.08,overcast clouds
589,Karak,JO,31.1667,35.75,43.52,82,74,19.04,broken clouds
590,Libreville,GA,0.3925,9.4537,81.45,73,90,8.7,overcast clouds
591,Aloleng,PH,16.1307,119.7824,77.94,79,17,6.98,few clouds
592,Poum,NC,-20.2333,164.0167,81.07,86,100,17.45,moderate rain
593,Yumen,CN,40.2833,97.2,16.95,41,100,14.25,overcast clouds
594,Kupino,RU,54.3663,77.2981,12.04,86,98,10.49,overcast clouds
595,Mapiripan,CO,2.8892,-72.1256,92.93,39,73,9.46,broken clouds
596,Tabora,TZ,-5.0167,32.8,64.18,100,100,11.5,light rain
597,Andenes,NO,69.3143,16.1194,24.78,63,75,23.02,broken clouds
598,Bandarbeyla,SO,9.4942,50.8122,76.03,61,2,11.63,clear sky
599,Great Bend,US,38.3645,-98.7648,32.85,58,1,5.01,clear sky
600,Parana,AR,-31.732,-60.5238,85.57,56,80,8.63,broken clouds
601,Vrangel,RU,42.7297,133.0839,11.46,60,53,17.45,broken clouds
602,Kangaatsiaq,GL,68.3065,-53.4641,8.53,94,100,20.76,light snow
603,Kaset Sombun,TH,16.2805,101.9542,73.44,61,24,4.21,few clouds
604,Port Macquarie,AU,-31.4333,152.9167,67.96,67,83,15.12,broken clouds
605,Krasnovishersk,RU,60.4078,57.082,2.44,98,100,3.22,overcast clouds
606,Minab,IR,27.1467,57.0801,71.1,72,0,2.3,clear sky
607,Algiers,DZ,36.7525,3.042,60.62,55,0,9.22,clear sky
608,Bilibino,RU,68.0546,166.4372,-9.11,77,0,4.74,clear sky
609,Zaliztsi,UA,49.7919,25.373,31.89,97,96,5.79,overcast clouds
610,Piracanjuba,BR,-17.3028,-49.0167,82.33,64,98,2.44,overcast clouds
611,Maceio,BR,-9.6658,-35.7353,89.04,48,40,16.11,scattered clouds
612,Naryan-Mar,RU,67.6713,53.087,-5.3,100,92,4.7,overcast clouds
613,Nanortalik,GL,60.1432,-45.2371,10.89,83,100,41.96,light snow
614,Pietersburg,ZA,-23.9045,29.4688,77.85,50,20,11.5,few clouds
615,Bijar,IR,35.8668,47.6051,31.51,82,64,20.6,broken clouds
616,Camacha,PT,33.0833,-16.3333,68.54,82,20,3.44,few clouds
617,Wynyard,AU,-41.0,145.7167,56.98,89,30,3.83,scattered clouds
618,Lufilufi,WS,-13.8745,-171.5986,76.78,79,89,16.93,moderate rain
619,Ust-Maya,RU,60.4167,134.5333,-29.24,100,99,0.18,overcast clouds
620,Maravilha,BR,-26.7608,-53.1725,78.8,85,100,8.32,overcast clouds
621,San Rafael,AR,-34.6177,-68.3301,80.98,30,1,4.45,clear sky
622,Flin Flon,CA,54.7682,-101.865,-23.96,69,20,4.61,few clouds
623,Bethanien,NA,-26.502,17.1583,81.45,36,83,7.54,broken clouds
624,Fez,MA,34.0372,-4.9998,66.45,32,0,6.91,clear sky
625,Nelson Bay,AU,-32.7167,152.15,70.0,63,63,4.0,broken clouds
626,Semirom,IR,31.4167,51.5667,34.65,98,91,5.48,snow
627,Bima,ID,-8.4667,118.7167,76.51,94,95,1.61,overcast clouds
628,Coihueco,CL,-36.6167,-71.8333,75.94,47,20,11.5,few clouds
629,Moose Factory,CA,51.2585,-80.6094,-11.2,64,0,8.05,clear sky
630,Cervo,ES,43.6702,-7.4101,54.97,74,98,10.22,overcast clouds
631,Makushino,RU,55.2103,67.2442,20.17,82,100,12.41,overcast clouds
632,Sandwick,GB,60.0,-1.25,37.22,75,40,28.77,scattered clouds
633,Saint-Joseph,RE,-21.3667,55.6167,79.18,85,100,25.14,moderate rain
634,Panguna,PG,-6.3164,155.4848,70.32,95,99,3.27,overcast clouds
635,Vardo,NO,70.3705,31.1107,19.38,79,75,20.71,broken clouds
636,Dalhousie,IN,32.5333,75.9833,28.45,76,25,6.93,scattered clouds
637,Sosnogorsk,RU,63.6023,53.8817,-1.8,100,91,2.93,overcast clouds
638,Benguela,AO,-12.5763,13.4055,78.12,65,97,8.23,overcast clouds
639,Krasnaya Poyma,RU,55.0014,39.08,15.53,94,99,7.07,overcast clouds
640,Makakilo City,US,21.3469,-158.0858,67.28,83,0,1.16,clear sky
641,Yaan,NG,7.3833,8.5667,92.8,10,1,8.3,clear sky
642,Nome,US,64.5011,-165.4064,7.11,64,100,13.51,overcast clouds
643,Tynset,NO,62.2759,10.7824,28.02,90,14,9.24,few clouds
644,Boddam,GB,57.4667,-1.7833,36.09,64,79,25.43,broken clouds
645,Krasnoselkup,RU,65.7,82.4667,15.96,96,100,6.44,light snow
646,Half Moon Bay,US,37.4636,-122.4286,55.31,81,0,0.0,clear sky
647,Tramagal,PT,39.45,-8.25,61.23,62,99,9.73,overcast clouds
648,Craig,US,40.5153,-107.5464,14.18,85,12,4.18,few clouds
649,West Wendover,US,40.7391,-114.0733,26.87,58,18,2.48,few clouds
650,San-Pedro,CI,4.7485,-6.6363,83.8,67,59,10.0,broken clouds
651,Barcelos,PT,41.5388,-8.6151,55.85,70,98,7.49,overcast clouds
652,Totma,RU,59.9747,42.7642,-7.37,100,80,2.95,broken clouds
653,Amahai,ID,-3.3333,128.9167,78.53,84,98,5.59,overcast clouds
654,Nizhniy Odes,RU,63.6445,54.856,0.25,100,97,2.55,overcast clouds
655,Shar,KZ,49.5886,81.0453,-5.24,88,3,8.14,clear sky
656,Tezu,IN,27.9167,96.1667,62.26,51,100,3.09,overcast clouds
657,Taksimo,RU,56.3444,114.8794,-9.99,92,84,3.33,broken clouds
658,Tshikapa,CD,-6.4167,20.8,72.63,86,80,1.36,broken clouds
659,Primo Tapia,MX,32.22,-116.9172,62.19,22,1,20.8,clear sky
660,Doha,QA,25.2867,51.5333,67.98,73,0,8.05,clear sky
661,Santiago Del Estero,AR,-27.7951,-64.2615,82.11,60,80,11.1,moderate rain
662,Twin Falls,US,42.3505,-114.6445,19.92,83,66,4.59,broken clouds
663,Araouane,ML,18.9048,-3.5265,80.37,7,0,7.99,clear sky
664,Krasnyy Kut,RU,50.95,46.9667,32.79,100,100,5.44,overcast clouds
665,Pakokku,MM,21.3333,95.1,68.45,43,0,0.56,clear sky
666,San Clemente,US,33.427,-117.612,64.22,22,2,3.0,clear sky
667,Taft,IR,31.7471,54.2088,59.65,37,75,9.64,broken clouds
668,Tra Vinh,VN,9.9347,106.3453,77.92,74,63,13.98,broken clouds
669,Hachinohe,JP,40.5,141.5,23.83,76,56,11.72,broken clouds
670,Lyubim,RU,58.3625,40.6843,6.31,99,82,4.0,light snow
671,Puerto Leguizamo,CO,-0.1934,-74.7819,92.43,44,61,3.0,broken clouds
672,Lekoni,GA,-1.5843,14.2591,79.05,70,79,5.66,broken clouds
673,Petukhovo,RU,55.0692,67.9019,20.35,81,100,12.03,overcast clouds
674,Inuvik,CA,68.3499,-133.7218,-28.79,96,17,11.59,few clouds
675,Kushima,JP,31.4583,131.2333,40.12,78,2,7.67,clear sky
676,Grafton,US,42.207,-71.6856,32.95,93,100,10.36,light rain
677,Sobolevo,RU,54.4299,31.8996,3.38,100,72,2.82,broken clouds
678,Elizabeth City,US,36.2946,-76.2511,74.05,79,100,3.0,overcast clouds
679,Usevya,TZ,-7.1,31.2333,65.91,97,100,3.11,moderate rain
680,Uruzgan,AF,32.8333,66.0,36.36,41,34,6.42,scattered clouds
681,Kaeo,NZ,-35.1,173.7833,71.33,96,88,9.93,overcast clouds
